T,K,dl,dh
146,15,"1,52502","1,94247"
146,16,"1,50953","1,95919"
146,17,"1,49393","1,9761"
146,18,"1,47823","1,99319"
146,19,"1,46245","2,01045"
146,20,"1,44656","2,02789"
146,21,"1,4306","2,0455"
147,2,"1,71674","1,74412"
147,3,"1,70296","1,75807"
147,4,"1,68903","1,77224"
147,5,"1,67497","1,78662"
147,6,"1,66077","1,80121"
147,7,"1,64644","1,81603"
147,8,"1,63197","1,83104"
147,9,"1,61739","1,84627"
147,10,"1,60267","1,8617"
147,11,"1,58784","1,87732"
147,12,"1,5729","1,89315"
147,13,"1,55783","1,90916"
147,14,"1,54266","1,92538"
147,15,"1,52738","1,94178"
147,16,"1,51199","1,95837"
147,17,"1,49652","1,97514"
147,18,"1,48093","1,99209"
147,19,"1,46526","2,00921"
147,20,"1,4495","2,02651"
147,21,"1,43365","2,04397"
148,2,"1,71773","1,74493"
148,3,"1,70405","1,75878"
148,4,"1,69021","1,77285"
148,5,"1,67624","1,78713"
148,6,"1,66215","1,80162"
148,7,"1,64791","1,81632"
148,8,"1,63355","1,83123"
148,9,"1,61907","1,84634"
148,10,"1,60446","1,86165"
148,11,"1,58974","1,87716"
148,12,"1,5749","1,89286"
148,13,"1,55995","1,90875"
148,14,"1,54488","1,92484"
148,15,"1,52971","1,9411"
148,16,"1,51444","1,95756"
148,17,"1,49908","1,9742"
148,18,"1,4836","1,99101"
148,19,"1,46805","2,008"
148,20,"1,4524","2,02515"
148,21,"1,43666","2,04247"
149,2,"1,71873","1,74572"
149,3,"1,70512","1,75948"
149,4,"1,69139","1,77345"
149,5,"1,67752","1,78763"
149,6,"1,66351","1,80202"
149,7,"1,64938","1,81661"
149,8,"1,63512","1,83141"
149,9,"1,62074","1,84641"
149,10,"1,60623","1,8616"
149,11,"1,59161","1,87699"
149,12,"1,57688","1,89257"
149,13,"1,56204","1,90834"
149,14,"1,54708","1,9243"
149,15,"1,53202","1,94044"
149,16,"1,51686","1,95677"
149,17,"1,5016","1,97327"
149,18,"1,48624","1,98995"
149,19,"1,4708","2,0068"
149,20,"1,45526","2,02382"
149,21,"1,43964","2,041"
150,2,"1,7197","1,74652"
150,3,"1,70619","1,76018"
150,4,"1,69255","1,77406"
150,5,"1,67877","1,78814"
150,6,"1,66486","1,80242"
150,7,"1,65082","1,8169"
150,8,"1,63666","1,83159"
150,9,"1,62238","1,84648"
150,10,"1,60799","1,86156"
150,11,"1,59346","1,87684"
150,12,"1,57883","1,89229"
150,13,"1,56409","1,90795"
150,14,"1,54925","1,92378"
150,15,"1,5343","1,9398"
150,16,"1,51925","1,956"
150,17,"1,5041","1,97237"
150,18,"1,48885","1,98891"
150,19,"1,47352","2,00563"
150,20,"1,45809","2,02251"
150,21,"1,44259","2,03955"
151,2,"1,72066","1,7473"
151,3,"1,70724","1,76087"
151,4,"1,69368","1,77465"
151,5,"1,68","1,78863"
151,6,"1,66619","1,80282"
151,7,"1,65225","1,8172"
151,8,"1,63819","1,83178"
151,9,"1,62401","1,84655"
151,10,"1,60971","1,86152"
151,11,"1,59529","1,87668"
151,12,"1,58077","1,89203"
151,13,"1,56613","1,90756"
151,14,"1,55139","1,92328"
151,15,"1,53654","1,93917"
151,16,"1,5216","1,95524"
151,17,"1,50656","1,97149"
151,18,"1,49142","1,9879"
151,19,"1,47619","2,00448"
151,20,"1,46088","2,02123"
151,21,"1,44549","2,03814"
152,2,"1,72161","1,74807"
152,3,"1,70828","1,76156"
152,4,"1,69482","1,77524"
152,5,"1,68123","1,78912"
152,6,"1,66751","1,80321"
152,7,"1,65367","1,81749"
152,8,"1,63971","1,83196"
152,9,"1,62562","1,84663"
152,10,"1,61142","1,86149"
152,11,"1,5971","1,87654"
152,12,"1,58267","1,89177"
152,13,"1,56815","1,90719"
152,14,"1,55351","1,92278"
152,15,"1,53877","1,93855"
152,16,"1,52393","1,95449"
152,17,"1,50898","1,97061"
152,18,"1,49396","1,9869"
152,19,"1,47884","2,00335"
152,20,"1,46364","2,01997"
152,21,"1,44835","2,03674"
153,2,"1,72256","1,74884"
153,3,"1,70931","1,76223"
153,4,"1,69594","1,77582"
153,5,"1,68244","1,78962"
153,6,"1,66881","1,80359"
153,7,"1,65507","1,81778"
153,8,"1,6412","1,83215"
153,9,"1,62721","1,84671"
153,10,"1,6131","1,86146"
153,11,"1,59889","1,87639"
153,12,"1,58457","1,89152"
153,13,"1,57014","1,90681"
153,14,"1,5556","1,92229"
153,15,"1,54095","1,93794"
153,16,"1,52622","1,95377"
153,17,"1,51139","1,96976"
153,18,"1,49647","1,98592"
153,19,"1,48146","2,00224"
153,20,"1,46636","2,01873"
153,21,"1,45118","2,03537"
154,2,"1,72349","1,74961"
154,3,"1,71034","1,76291"
154,4,"1,69706","1,77641"
154,5,"1,68364","1,7901"
154,6,"1,67011","1,80399"
154,7,"1,65645","1,81807"
154,8,"1,64267","1,83233"
154,9,"1,62878","1,8468"
154,10,"1,61478","1,86144"
154,11,"1,60066","1,87627"
154,12,"1,58643","1,89127"
154,13,"1,5721","1,90645"
154,14,"1,55766","1,92182"
154,15,"1,54313","1,93735"
154,16,"1,5285","1,95305"
154,17,"1,51377","1,96892"
154,18,"1,49895","1,98496"
154,19,"1,48405","2,00116"
154,20,"1,46905","2,01751"
154,21,"1,45398","2,03402"
155,2,"1,72442","1,75036"
155,3,"1,71135","1,76358"
155,4,"1,69815","1,77698"
155,5,"1,68483","1,79058"
155,6,"1,67139","1,80437"
155,7,"1,65782","1,81836"
155,8,"1,64413","1,83253"
155,9,"1,63034","1,84688"
155,10,"1,61643","1,86142"
155,11,"1,60241","1,87613"
155,12,"1,58827","1,89103"
155,13,"1,57404","1,9061"
155,14,"1,55971","1,92135"
155,15,"1,54527","1,93677"
155,16,"1,53074","1,95235"
155,17,"1,51612","1,9681"
155,18,"1,50139","1,98402"
155,19,"1,48659","2,00009"
155,20,"1,47171","2,01631"
155,21,"1,45674","2,0327"
156,2,"1,72532","1,75111"
156,3,"1,71234","1,76423"
156,4,"1,69924","1,77755"
156,5,"1,686","1,79107"
156,6,"1,67265","1,80477"
156,7,"1,65917","1,81864"
156,8,"1,64558","1,83271"
156,9,"1,63188","1,84697"
156,10,"1,61806","1,8614"
156,11,"1,60413","1,87602"
156,12,"1,5901","1,8908"
156,13,"1,57596","1,90576"
156,14,"1,56172","1,9209"
156,15,"1,54739","1,9362"
156,16,"1,53296","1,95166"
156,17,"1,51843","1,9673"
156,18,"1,50382","1,98309"
156,19,"1,48912","1,99903"
156,20,"1,47434","2,01514"
156,21,"1,45946","2,0314"
157,2,"1,72623","1,75185"
157,3,"1,71333","1,76489"
157,4,"1,70032","1,77812"
157,5,"1,68716","1,79154"
157,6,"1,6739","1,80515"
157,7,"1,66051","1,81894"
157,8,"1,64701","1,8329"
157,9,"1,6334","1,84706"
157,10,"1,61968","1,86139"
157,11,"1,60584","1,87589"
157,12,"1,59191","1,89058"
157,13,"1,57786","1,90543"
157,14,"1,56372","1,92045"
157,15,"1,54949","1,93564"
157,16,"1,53515","1,951"
157,17,"1,52073","1,9665"
157,18,"1,50621","1,98218"
157,19,"1,49161","1,99801"
157,20,"1,47693","2,01399"
157,21,"1,46217","2,03012"
158,2,"1,72713","1,7526"
158,3,"1,71432","1,76555"
158,4,"1,70137","1,77868"
158,5,"1,68832","1,79202"
158,6,"1,67514","1,80552"
158,7,"1,66184","1,81922"
158,8,"1,64842","1,8331"
158,9,"1,6349","1,84715"
158,10,"1,62127","1,86138"
158,11,"1,60752","1,87578"
158,12,"1,59369","1,89036"
158,13,"1,57973","1,9051"
158,14,"1,56569","1,92002"
158,15,"1,55155","1,9351"
158,16,"1,53732","1,95033"
158,17,"1,52299","1,96572"
158,18,"1,50857","1,98128"
158,19,"1,49407","1,99699"
158,20,"1,47949","2,01285"
158,21,"1,46483","2,02886"
159,2,"1,72802","1,75332"
159,3,"1,71529","1,76619"
159,4,"1,70243","1,77924"
159,5,"1,68946","1,79249"
159,6,"1,67636","1,80591"
159,7,"1,66314","1,81951"
159,8,"1,64982","1,83329"
159,9,"1,63639","1,84724"
159,10,"1,62285","1,86138"
159,11,"1,6092","1,87568"
159,12,"1,59544","1,89015"
159,13,"1,5816","1,90478"
159,14,"1,56764","1,91959"
159,15,"1,55359","1,93455"
159,16,"1,53945","1,94968"
159,17,"1,52523","1,96497"
159,18,"1,51091","1,9804"
159,19,"1,4965","1,996"
159,20,"1,48202","2,01174"
159,21,"1,46746","2,02763"
160,2,"1,7289","1,75405"
160,3,"1,71625","1,76683"
160,4,"1,70348","1,7798"
160,5,"1,69058","1,79296"
160,6,"1,67756","1,80629"
160,7,"1,66444","1,8198"
160,8,"1,65121","1,83348"
160,9,"1,63786","1,84734"
160,10,"1,62441","1,86138"
160,11,"1,61084","1,87558"
160,12,"1,59718","1,88994"
160,13,"1,58343","1,90448"
160,14,"1,56957","1,91918"
160,15,"1,55562","1,93403"
160,16,"1,54158","1,94904"
160,17,"1,52744","1,96422"
160,18,"1,51322","1,97954"
160,19,"1,49892","1,99502"
160,20,"1,48452","2,01064"
160,21,"1,47006","2,02642"
161,2,"1,72978","1,75475"
161,3,"1,7172","1,76747"
161,4,"1,7045","1,78035"
161,5,"1,69169","1,79342"
161,6,"1,67876","1,80666"
161,7,"1,66573","1,82009"
161,8,"1,65257","1,83368"
161,9,"1,63932","1,84744"
161,10,"1,62595","1,86138"
161,11,"1,61248","1,87548"
161,12,"1,59891","1,88974"
161,13,"1,58524","1,90417"
161,14,"1,57148","1,91877"
161,15,"1,55761","1,93352"
161,16,"1,54367","1,94842"
161,17,"1,52962","1,96349"
161,18,"1,5155","1,97869"
161,19,"1,50129","1,99406"
161,20,"1,487","2,00957"
161,21,"1,47263","2,02522"
162,2,"1,73064","1,75546"
162,3,"1,71815","1,7681"
162,4,"1,70553","1,7809"
162,5,"1,69279","1,79388"
162,6,"1,67995","1,80703"
162,7,"1,667","1,82037"
162,8,"1,65393","1,83386"
162,9,"1,64075","1,84754"
162,10,"1,62748","1,86138"
162,11,"1,6141","1,87538"
162,12,"1,60062","1,88955"
162,13,"1,58703","1,90388"
162,14,"1,57336","1,91837"
162,15,"1,55959","1,93301"
162,16,"1,54573","1,94781"
162,17,"1,53179","1,96276"
162,18,"1,51776","1,97786"
162,19,"1,50365","1,99311"
162,20,"1,48944","2,00851"
162,21,"1,47517","2,02405"
163,2,"1,7315","1,75617"
163,3,"1,71908","1,76872"
163,4,"1,70655","1,78144"
163,5,"1,69389","1,79434"
163,6,"1,68112","1,80741"
163,7,"1,66826","1,82065"
163,8,"1,65527","1,83407"
163,9,"1,64218","1,84764"
163,10,"1,62899","1,86139"
163,11,"1,61569","1,8753"
163,12,"1,6023","1,88936"
163,13,"1,5888","1,90359"
163,14,"1,57522","1,91797"
163,15,"1,56155","1,93252"
163,16,"1,54778","1,94721"
163,17,"1,53393","1,96206"
163,18,"1,51998","1,97705"
163,19,"1,50596","1,99219"
163,20,"1,49187","2,00747"
163,21,"1,47769","2,02289"
164,2,"1,73235","1,75687"
164,3,"1,72","1,76934"
164,4,"1,70754","1,78198"
164,5,"1,69497","1,79479"
164,6,"1,68229","1,80778"
164,7,"1,66949","1,82093"
164,8,"1,65659","1,83426"
164,9,"1,64359","1,84775"
164,10,"1,63048","1,8614"
164,11,"1,61727","1,8752"
164,12,"1,60397","1,88918"
164,13,"1,59056","1,90331"
164,14,"1,57706","1,91759"
164,15,"1,56348","1,93204"
164,16,"1,5498","1,94662"
164,17,"1,53604","1,96136"
164,18,"1,52219","1,97624"
164,19,"1,50827","1,99127"
164,20,"1,49425","2,00644"
164,21,"1,48017","2,02175"
165,2,"1,73319","1,75756"
165,3,"1,72092","1,76995"
165,4,"1,70854","1,78251"
165,5,"1,69604","1,79525"
165,6,"1,68344","1,80815"
165,7,"1,67073","1,82122"
165,8,"1,65791","1,83445"
165,9,"1,64498","1,84785"
165,10,"1,63195","1,86141"
165,11,"1,61883","1,87513"
165,12,"1,60561","1,88901"
165,13,"1,5923","1,90303"
165,14,"1,57889","1,91722"
165,15,"1,56539","1,93155"
165,16,"1,5518","1,94604"
165,17,"1,53813","1,96068"
165,18,"1,52437","1,97546"
165,19,"1,51053","1,99037"
165,20,"1,49661","2,00544"
165,21,"1,48262","2,02063"
166,2,"1,73403","1,75824"
166,3,"1,72182","1,77056"
166,4,"1,70952","1,78305"
166,5,"1,6971","1,7957"
166,6,"1,68458","1,80852"
166,7,"1,67195","1,8215"
166,8,"1,65921","1,83464"
166,9,"1,64636","1,84796"
166,10,"1,63342","1,86142"
166,11,"1,62038","1,87505"
166,12,"1,60724","1,88883"
166,13,"1,59401","1,90277"
166,14,"1,58069","1,91686"
166,15,"1,56728","1,93109"
166,16,"1,55378","1,94547"
166,17,"1,54019","1,96001"
166,18,"1,52652","1,97468"
166,19,"1,51278","1,98949"
166,20,"1,49895","2,00445"
166,21,"1,48505","2,01954"
167,2,"1,73484","1,75892"
167,3,"1,72272","1,77116"
167,4,"1,71049","1,78357"
167,5,"1,69815","1,79614"
167,6,"1,68571","1,80888"
167,7,"1,67315","1,82178"
167,8,"1,66049","1,83484"
167,9,"1,64773","1,84806"
167,10,"1,63487","1,86145"
167,11,"1,62191","1,87498"
167,12,"1,60886","1,88867"
167,13,"1,59571","1,90251"
167,14,"1,58247","1,9165"
167,15,"1,56915","1,93064"
167,16,"1,55573","1,94492"
167,17,"1,54224","1,95935"
167,18,"1,52866","1,97391"
167,19,"1,515","1,98863"
167,20,"1,50126","2,00347"
167,21,"1,48745","2,01846"
168,2,"1,73566","1,75959"
168,3,"1,72362","1,77176"
168,4,"1,71146","1,78409"
168,5,"1,6992","1,79658"
168,6,"1,68682","1,80924"
168,7,"1,67434","1,82206"
168,8,"1,66176","1,83504"
168,9,"1,64908","1,84817"
168,10,"1,6363","1,86147"
168,11,"1,62342","1,87491"
168,12,"1,61045","1,88851"
168,13,"1,59739","1,90226"
168,14,"1,58423","1,91614"
168,15,"1,571","1,93019"
168,16,"1,55767","1,94437"
168,17,"1,54426","1,9587"
168,18,"1,53077","1,97317"
168,19,"1,51719","1,98777"
168,20,"1,50355","2,00252"
168,21,"1,48983","2,01739"
169,2,"1,73647","1,76027"
169,3,"1,7245","1,77236"
169,4,"1,71241","1,78461"
169,5,"1,70022","1,79703"
169,6,"1,68793","1,8096"
169,7,"1,67553","1,82234"
169,8,"1,66302","1,83523"
169,9,"1,65042","1,84829"
169,10,"1,63772","1,86149"
169,11,"1,62492","1,87484"
169,12,"1,61203","1,88835"
169,13,"1,59905","1,902"
169,14,"1,58598","1,91581"
169,15,"1,57282","1,92975"
169,16,"1,55958","1,94383"
169,17,"1,54625","1,95806"
169,18,"1,53285","1,97244"
169,19,"1,51937","1,98694"
169,20,"1,5058","2,00158"
169,21,"1,49217","2,01635"
170,2,"1,73728","1,76093"
170,3,"1,72537","1,77295"
170,4,"1,71336","1,78512"
170,5,"1,70124","1,79747"
170,6,"1,68902","1,80997"
170,7,"1,67669","1,82262"
170,8,"1,66427","1,83543"
170,9,"1,65174","1,84839"
170,10,"1,63912","1,86151"
170,11,"1,62641","1,87478"
170,12,"1,61359","1,8882"
170,13,"1,60069","1,90176"
170,14,"1,5877","1,91546"
170,15,"1,57464","1,92932"
170,16,"1,56147","1,94331"
170,17,"1,54823","1,95744"
170,18,"1,53491","1,97171"
170,19,"1,52151","1,98612"
170,20,"1,50803","2,00065"
170,21,"1,49449","2,01531"
171,2,"1,73808","1,76159"
171,3,"1,72624","1,77353"
171,4,"1,7143","1,78564"
171,5,"1,70225","1,7979"
171,6,"1,6901","1,81032"
171,7,"1,67785","1,8229"
171,8,"1,6655","1,83563"
171,9,"1,65305","1,84851"
171,10,"1,64051","1,86154"
171,11,"1,62788","1,87473"
171,12,"1,61514","1,88805"
171,13,"1,60233","1,90152"
171,14,"1,58941","1,91514"
171,15,"1,57642","1,9289"
171,16,"1,56335","1,94279"
171,17,"1,55019","1,95683"
171,18,"1,53695","1,971"
171,19,"1,52363","1,98531"
171,20,"1,51024","1,99974"
171,21,"1,49679","2,01431"
172,2,"1,73887","1,76223"
172,3,"1,7271","1,77411"
172,4,"1,71523","1,78614"
172,5,"1,70325","1,79833"
172,6,"1,69118","1,81067"
172,7,"1,679","1,82318"
172,8,"1,66672","1,83582"
172,9,"1,65435","1,84862"
172,10,"1,64188","1,86158"
172,11,"1,62932","1,87467"
172,12,"1,61667","1,88791"
172,13,"1,60393","1,90129"
172,14,"1,59111","1,91482"
172,15,"1,57819","1,92848"
172,16,"1,5652","1,94228"
172,17,"1,55212","1,95623"
172,18,"1,53897","1,9703"
172,19,"1,52574","1,98451"
172,20,"1,51243","1,99884"
172,21,"1,49906","2,01331"
173,2,"1,73964","1,76288"
173,3,"1,72794","1,77469"
173,4,"1,71615","1,78664"
173,5,"1,70424","1,79877"
173,6,"1,69224","1,81103"
173,7,"1,68013","1,82345"
173,8,"1,66793","1,83602"
173,9,"1,65564","1,84874"
173,10,"1,64325","1,8616"
173,11,"1,63076","1,87461"
173,12,"1,61819","1,88777"
173,13,"1,60552","1,90106"
173,14,"1,59278","1,9145"
173,15,"1,57994","1,92808"
173,16,"1,56704","1,94179"
173,17,"1,55404","1,95564"
173,18,"1,54097","1,96961"
173,19,"1,52782","1,98372"
173,20,"1,5146","1,99796"
173,21,"1,5013","2,01233"
174,2,"1,74042","1,76352"
174,3,"1,72879","1,77526"
174,4,"1,71706","1,78715"
174,5,"1,70523","1,79919"
174,6,"1,69329","1,81139"
174,7,"1,68126","1,82373"
174,8,"1,66913","1,83622"
174,9,"1,65691","1,84885"
174,10,"1,64459","1,86165"
174,11,"1,63219","1,87456"
174,12,"1,61969","1,88764"
174,13,"1,60711","1,90085"
174,14,"1,59443","1,91419"
174,15,"1,58168","1,92768"
174,16,"1,56884","1,9413"
174,17,"1,55593","1,95506"
174,18,"1,54294","1,96894"
174,19,"1,52987","1,98296"
174,20,"1,51673","1,9971"
174,21,"1,50352","2,01136"
175,2,"1,74119","1,76416"
175,3,"1,72963","1,77583"
175,4,"1,71796","1,78765"
175,5,"1,7062","1,79961"
175,6,"1,69433","1,81174"
175,7,"1,68237","1,824"
175,8,"1,67031","1,83641"
175,9,"1,65817","1,84898"
175,10,"1,64593","1,86168"
175,11,"1,63359","1,87452"
175,12,"1,62117","1,8875"
175,13,"1,60867","1,90063"
175,14,"1,59607","1,91389"
175,15,"1,58339","1,92729"
175,16,"1,57064","1,94082"
175,17,"1,5578","1,95448"
175,18,"1,54489","1,96827"
175,19,"1,5319","1,98219"
175,20,"1,51885","1,99624"
175,21,"1,50572","2,01041"
176,2,"1,74195","1,76479"
176,3,"1,73046","1,77639"
176,4,"1,71885","1,78814"
176,5,"1,70716","1,80004"
176,6,"1,69536","1,81208"
176,7,"1,68348","1,82427"
176,8,"1,67149","1,83662"
176,9,"1,65941","1,8491"
176,10,"1,64724","1,86172"
176,11,"1,63499","1,87448"
176,12,"1,62264","1,88738"
176,13,"1,61021","1,90042"
176,14,"1,59769","1,9136"
176,15,"1,58509","1,92691"
176,16,"1,57241","1,94035"
176,17,"1,55966","1,95392"
176,18,"1,54682","1,96762"
176,19,"1,53392","1,98145"
176,20,"1,52094","1,9954"
176,21,"1,50789","2,00947"
177,2,"1,7427","1,76541"
177,3,"1,73127","1,77694"
177,4,"1,71974","1,78863"
177,5,"1,70812","1,80045"
177,6,"1,69639","1,81243"
177,7,"1,68457","1,82455"
177,8,"1,67265","1,83681"
177,9,"1,66064","1,84921"
177,10,"1,64855","1,86176"
177,11,"1,63636","1,87444"
177,12,"1,62409","1,88727"
177,13,"1,61174","1,90022"
177,14,"1,5993","1,91331"
177,15,"1,58677","1,92653"
177,16,"1,57418","1,93988"
177,17,"1,56149","1,95337"
177,18,"1,54874","1,96698"
177,19,"1,53591","1,98071"
177,20,"1,52301","1,99457"
177,21,"1,51004","2,00855"
178,2,"1,74345","1,76603"
178,3,"1,73209","1,7775"
178,4,"1,72063","1,78911"
178,5,"1,70906","1,80087"
178,6,"1,69741","1,81277"
178,7,"1,68565","1,82482"
178,8,"1,6738","1,83701"
178,9,"1,66187","1,84934"
178,10,"1,64985","1,86181"
178,11,"1,63773","1,87441"
178,12,"1,62553","1,88715"
178,13,"1,61325","1,90002"
178,14,"1,60088","1,91303"
178,15,"1,58844","1,92617"
178,16,"1,57591","1,93943"
178,17,"1,56331","1,95283"
178,18,"1,55063","1,96635"
178,19,"1,53788","1,97999"
178,20,"1,52506","1,99376"
178,21,"1,51217","2,00764"
179,2,"1,74419","1,76665"
179,3,"1,73289","1,77804"
179,4,"1,72149","1,78959"
179,5,"1,71","1,80128"
179,6,"1,69841","1,81311"
179,7,"1,68672","1,82509"
179,8,"1,67495","1,83721"
179,9,"1,66308","1,84945"
179,10,"1,65113","1,86184"
179,11,"1,63908","1,87437"
179,12,"1,62696","1,88703"
179,13,"1,61475","1,89982"
179,14,"1,60245","1,91275"
179,15,"1,59009","1,9258"
179,16,"1,57763","1,93899"
179,17,"1,5651","1,95229"
179,18,"1,5525","1,96573"
179,19,"1,53983","1,97928"
179,20,"1,52709","1,99296"
179,21,"1,51427","2,00675"
180,2,"1,74493","1,76726"
180,3,"1,73369","1,7786"
180,4,"1,72236","1,79007"
180,5,"1,71092","1,8017"
180,6,"1,6994","1,81346"
180,7,"1,68779","1,82536"
180,8,"1,67608","1,8374"
180,9,"1,66428","1,84959"
180,10,"1,65239","1,8619"
180,11,"1,64043","1,87435"
180,12,"1,62837","1,88692"
180,13,"1,61623","1,89964"
180,14,"1,60401","1,91248"
180,15,"1,59171","1,92545"
180,16,"1,57934","1,93855"
180,17,"1,56688","1,95177"
180,18,"1,55436","1,96511"
180,19,"1,54176","1,97858"
180,20,"1,5291","1,99217"
180,21,"1,51636","2,00587"
181,2,"1,74565","1,76787"
181,3,"1,73448","1,77913"
181,4,"1,72321","1,79055"
181,5,"1,71184","1,8021"
181,6,"1,70039","1,8138"
181,7,"1,68883","1,82564"
181,8,"1,6772","1,8376"
181,9,"1,66547","1,84971"
181,10,"1,65366","1,86194"
181,11,"1,64175","1,87431"
181,12,"1,62977","1,88682"
181,13,"1,6177","1,89945"
181,14,"1,60555","1,91221"
181,15,"1,59333","1,9251"
181,16,"1,58102","1,93812"
181,17,"1,56865","1,95125"
181,18,"1,5562","1,96451"
181,19,"1,54367","1,97789"
181,20,"1,53108","1,99139"
181,21,"1,51842","2,005"
182,2,"1,74638","1,76846"
182,3,"1,73527","1,77967"
182,4,"1,72406","1,79102"
182,5,"1,71276","1,80251"
182,6,"1,70137","1,81413"
182,7,"1,68988","1,8259"
182,8,"1,67831","1,83779"
182,9,"1,66665","1,84983"
182,10,"1,6549","1,86199"
182,11,"1,64306","1,8743"
182,12,"1,63115","1,88672"
182,13,"1,61915","1,89927"
182,14,"1,60708","1,91196"
182,15,"1,59492","1,92476"
182,16,"1,58269","1,93769"
182,17,"1,57039","1,95074"
182,18,"1,55801","1,96392"
182,19,"1,54556","1,97722"
182,20,"1,53304","1,99062"
182,21,"1,52046","2,00415"
183,2,"1,7471","1,76906"
183,3,"1,73604","1,78021"
183,4,"1,7249","1,7915"
183,5,"1,71367","1,80291"
183,6,"1,70234","1,81447"
183,7,"1,69091","1,82617"
183,8,"1,6794","1,83799"
183,9,"1,66781","1,84995"
183,10,"1,65613","1,86205"
183,11,"1,64437","1,87427"
183,12,"1,63252","1,88662"
183,13,"1,62059","1,8991"
183,14,"1,60858","1,9117"
183,15,"1,5965","1,92442"
183,16,"1,58435","1,93727"
183,17,"1,57211","1,95025"
183,18,"1,5598","1,96333"
183,19,"1,54743","1,97655"
183,20,"1,53499","1,98987"
183,21,"1,52248","2,00331"
184,2,"1,74781","1,76965"
184,3,"1,73681","1,78074"
184,4,"1,72574","1,79195"
184,5,"1,71456","1,80332"
184,6,"1,70329","1,81481"
184,7,"1,69194","1,82643"
184,8,"1,6805","1,83819"
184,9,"1,66896","1,85008"
184,10,"1,65735","1,8621"
184,11,"1,64565","1,87425"
184,12,"1,63387","1,88652"
184,13,"1,62201","1,89892"
184,14,"1,61008","1,91145"
184,15,"1,59807","1,9241"
184,16,"1,58598","1,93687"
184,17,"1,57382","1,94976"
184,18,"1,56159","1,96276"
184,19,"1,54929","1,97588"
184,20,"1,53691","1,98912"
184,21,"1,52448","2,00248"
185,2,"1,74851","1,77024"
185,3,"1,73759","1,78127"
185,4,"1,72656","1,79242"
185,5,"1,71545","1,80371"
185,6,"1,70424","1,81514"
185,7,"1,69295","1,8267"
185,8,"1,68157","1,83838"
185,9,"1,6701","1,85021"
185,10,"1,65856","1,86215"
185,11,"1,64693","1,87424"
185,12,"1,63522","1,88644"
185,13,"1,62343","1,89876"
185,14,"1,61156","1,91121"
185,15,"1,59962","1,92377"
185,16,"1,5876","1,93646"
185,17,"1,57551","1,94928"
185,18,"1,56335","1,9622"
185,19,"1,55112","1,97525"
185,20,"1,53882","1,98839"
185,21,"1,52646","2,00166"
186,2,"1,74921","1,77082"
186,3,"1,73835","1,78178"
186,4,"1,72738","1,79288"
186,5,"1,71633","1,80411"
186,6,"1,70519","1,81547"
186,7,"1,69396","1,82696"
186,8,"1,68264","1,83858"
186,9,"1,67124","1,85034"
186,10,"1,65976","1,86222"
186,11,"1,64819","1,87422"
186,12,"1,63655","1,88635"
186,13,"1,62482","1,8986"
186,14,"1,61303","1,91097"
186,15,"1,60115","1,92346"
186,16,"1,5892","1,93607"
186,17,"1,57718","1,94881"
186,18,"1,56509","1,96165"
186,19,"1,55293","1,97461"
186,20,"1,54071","1,98768"
186,21,"1,52841","2,00086"
187,2,"1,74991","1,7714"
187,3,"1,7391","1,7823"
187,4,"1,72819","1,79334"
187,5,"1,7172","1,8045"
187,6,"1,70612","1,8158"
187,7,"1,69495","1,82723"
187,8,"1,6837","1,83878"
187,9,"1,67236","1,85046"
187,10,"1,66095","1,86227"
187,11,"1,64945","1,8742"
187,12,"1,63786","1,88626"
187,13,"1,62621","1,89843"
187,14,"1,61448","1,91074"
187,15,"1,60267","1,92315"
187,16,"1,59079","1,93568"
187,17,"1,57884","1,94834"
187,18,"1,56682","1,9611"
187,19,"1,55473","1,97397"
187,20,"1,54258","1,98697"
187,21,"1,53035","2,00007"
188,2,"1,75059","1,77197"
188,3,"1,73984","1,78282"
188,4,"1,729","1,79379"
188,5,"1,71806","1,80489"
188,6,"1,70704","1,81613"
188,7,"1,69594","1,82749"
188,8,"1,68475","1,83897"
188,9,"1,67348","1,85059"
188,10,"1,66212","1,86233"
188,11,"1,65069","1,8742"
188,12,"1,63918","1,88617"
188,13,"1,62758","1,89829"
188,14,"1,61592","1,91051"
188,15,"1,60418","1,92284"
188,16,"1,59236","1,93531"
188,17,"1,58048","1,94788"
188,18,"1,56853","1,96057"
188,19,"1,55651","1,97336"
188,20,"1,54443","1,98627"
188,21,"1,53228","1,99929"
189,2,"1,75128","1,77254"
189,3,"1,74058","1,78332"
189,4,"1,7298","1,79424"
189,5,"1,71892","1,80528"
189,6,"1,70796","1,81645"
189,7,"1,69691","1,82775"
189,8,"1,68579","1,83917"
189,9,"1,67458","1,85072"
189,10,"1,66328","1,86239"
189,11,"1,65192","1,87419"
189,12,"1,64047","1,8861"
189,13,"1,62894","1,89813"
189,14,"1,61734","1,91028"
189,15,"1,60567","1,92255"
189,16,"1,59393","1,93493"
189,17,"1,58211","1,94743"
189,18,"1,57022","1,96003"
189,19,"1,55828","1,97275"
189,20,"1,54625","1,98558"
189,21,"1,53417","1,99852"
190,2,"1,75196","1,77311"
190,3,"1,74132","1,78383"
190,4,"1,73059","1,79468"
190,5,"1,71977","1,80567"
190,6,"1,70887","1,81678"
190,7,"1,69789","1,82801"
190,8,"1,68682","1,83937"
190,9,"1,67567","1,85086"
